STATE_UT,CRIME HEAD,Category,Male_Below_18,Female_Below_18,Male_18_30,Female_18_30,Male_30_45,Female_30_45,Male_45_60,Female_45_60,Male_above_60,Female_above_60,Male_Total,Female_Total,Total_below_18,Total_18_30,Total_30_45,Total_45_60,Total_above_60,Grand_Total
CHHATTISGARH,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,1,0,11,5,2,3,0,0,0,0,14,8,1,16,5,0,0,22
GOA,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,48,11,28,6,3,1,3,0,82,18,0,59,34,4,3,100
GUJARAT,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,1,7,38,17,32,21,3,4,0,1,74,50,8,55,53,7,1,124
HARYANA,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,1,100,91,58,42,9,1,1,0,168,135,1,191,100,10,1,303
HIMACHAL PRADESH,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,6,1,5,6,0,0,0,0,11,7,0,7,11,0,0,18
JAMMU & KASHMIR,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,7,0,4,0,2,0,0,0,13,0,0,7,4,2,0,13
JHARKHAND,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,3,6,3,3,2,3,0,0,8,12,0,9,6,5,0,20
KARNATAKA,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,379,329,271,166,47,35,9,4,706,534,0,708,437,82,13,1240
KERALA,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,30,75,50,137,12,18,2,0,94,230,0,105,187,30,2,324
MADHYA PRADESH,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,25,5,16,2,11,0,0,0,52,7,0,30,18,11,0,59
MAHARASHTRA,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,4,522,271,415,217,100,60,22,10,1059,562,4,793,632,160,32,1621
MANIPUR,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,4,4,2,8,0,1,1,0,7,13,0,8,10,1,1,20
MIZORAM,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,8,13,4,1,0,0,0,0,12,14,0,21,5,0,0,26
ODISHA,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,34,19,18,8,3,0,0,0,55,27,0,53,26,3,0,82
PUNJAB,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,101,94,93,66,23,25,0,0,217,185,0,195,159,48,0,402
RAJASTHAN,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,1,103,136,59,36,6,5,3,0,171,178,1,239,95,11,3,349
SIKKIM,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,232,141,283,134,97,26,6,8,618,309,0,373,417,123,14,927
TRIPURA,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,78,52,39,18,0,0,0,0,117,70,0,130,57,0,0,187
UTTARAKHAND,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,22,14,20,3,2,0,0,0,44,17,0,36,23,2,0,61
WEST BENGAL,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,4,117,67,171,51,33,12,0,0,321,134,4,184,222,45,0,455
A & N ISLANDS,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,5,7,2,2,0,0,0,0,7,9,0,12,4,0,0,16
CHANDIGARH,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,1,3,4,3,1,0,0,0,6,6,0,4,7,1,0,12
DAMAN & DIU,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,10,12,0,1,1,0,0,0,11,13,0,22,1,1,0,24
DELHI,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,9,63,8,23,1,0,0,0,18,86,0,72,31,1,0,104
LAKSHADWEEP,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Human Trafficking,0,0,12,2,5,0,2,0,0,0,19,2,0,14,5,2,0,21
ANDHRA PRADESH,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,7,0,0,0,0,0,7,0,0,0,7,0,0,7
BIHAR,Importation of girls from Foreign Countries,Human Trafficking,0,0,5,0,2,0,0,0,0,0,7,0,0,5,2,0,0,7
CHHATTISGARH,Importation of girls from Foreign Countries,Human Trafficking,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3
GOA,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
HIMACHAL PRADESH,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KERALA,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,Importation of girls from Foreign Countries,Human Trafficking,0,0,10,3,2,1,0,0,0,1,12,5,0,13,3,0,1,17
MAHARASHTRA,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,4
SIKKIM,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,Importation of girls from Foreign Countries,Human Trafficking,0,0,13,3,3,0,0,0,0,0,16,3,0,16,3,0,0,19
A&N ISLANDS,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N HAVELI,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARUNACHAL PRADESH,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2
BIHAR,Importation of girls from Foreign Countries,Human Trafficking,0,0,2,0,4,0,0,0,0,0,6,0,0,2,4,0,0,6
CHHATTISGARH,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,Importation of girls from Foreign Countries,Human Trafficking,0,0,2,0,1,0,0,0,0,0,3,0,0,2,1,0,0,3
KARNATAKA,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KERALA,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,Importation of girls from Foreign Countries,Human Trafficking,0,0,2,0,5,1,1,0,1,0,9,1,0,2,6,1,1,10
MAHARASHTRA,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIKKIM,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,Importation of girls from Foreign Countries,Human Trafficking,0,0,4,0,12,5,3,1,0,0,19,6,0,4,17,4,0,25
A & N ISLANDS,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,Importation of girls from Foreign Countries,Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,11,0,170,2,78,0,24,0,0,0,283,2,11,172,78,24,0,285
ARUNACHAL PRADESH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
BIHAR,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHHATTISGARH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,2
KARNATAKA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2
KERALA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,6,0,11,0,3,0,0,0,20,0,0,6,11,3,0,20
MADHYA PRADESH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,4
PUNJAB,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,41,0,25,0,1,0,0,0,67,0,0,41,25,1,0,67
SIKKIM,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,5,0,2,0,0,0,0,0,7,0,0,5,2,0,0,7
TRIPURA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
UTTARAKHAND,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,1,0,3,0,1,0,0,0,5,0,0,1,3,1,0,5
A&N ISLANDS,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
D&N HAVELI,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
ANDHRA PRADESH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,1,0,4,5,10,3,3,0,0,0,18,8,1,9,13,3,0,26
ARUNACHAL PRADESH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3
BIHAR,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,5,0,2,0,0,0,0,0,7,0,0,5,2,0,0,7
CHHATTISGARH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
GOA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,1,4,5,0,0,0,0,4,6,0,1,9,0,0,10
HIMACHAL PRADESH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JHARKHAND,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KARNATAKA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KERALA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,3,0,6,0,0,0,0,0,9,0,0,3,6,0,0,9
MADHYA PRADESH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAHARASHTRA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,2
MANIPUR,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
PUNJAB,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,3,0,48,2,13,0,0,0,0,0,64,2,3,50,13,0,0,66
SIKKIM,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,2,0,16,0,20,0,2,0,40,0,0,2,16,20,2,40
TRIPURA,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTARAKHAND,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WEST BENGAL,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,2,0,8,0,0,0,0,0,10,0,0,2,8,0,0,10
A & N ISLANDS,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"INDECENT REPRESENTATION OF WOMEN (PROHIBITION) ACT, 1986",Human Trafficking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,"INDIAN RAILWAYS ACT, 1989",Other,3,0,2,0,1,0,2,0,0,0,8,0,3,2,1,2,0,8
ARUNACHAL PRADESH,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"INDIAN RAILWAYS ACT, 1989",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
