STATE_UT,CRIME HEAD,Category,Male_Below_18,Female_Below_18,Male_18_30,Female_18_30,Male_30_45,Female_30_45,Male_45_60,Female_45_60,Male_above_60,Female_above_60,Male_Total,Female_Total,Total_below_18,Total_18_30,Total_30_45,Total_45_60,Total_above_60,Grand_Total
MAHARASHTRA,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,5,0,752,8,695,20,230,2,31,7,1713,37,5,760,715,232,38,1750
MANIPUR,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,3,0,4,0,0,0,7,0,0,0,3,4,0,7
MIZORAM,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
NAGALAND,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,56,0,102,1,28,0,5,0,191,1,0,56,103,28,5,192
PUNJAB,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,31,0,131,1,38,0,0,0,200,1,0,31,132,38,0,201
RAJASTHAN,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,74,0,88,0,17,0,1,0,180,0,0,74,88,17,1,180
SIKKIM,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,14,0,40,0,11,0,1,0,66,0,0,14,40,11,1,66
TRIPURA,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,8,0,34,0,70,0,25,0,0,0,137,0,8,34,70,25,0,137
UTTAR PRADESH,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,731,1,758,5,352,1,4,0,1845,7,0,732,763,353,4,1852
UTTARAKHAND,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,25,0,10,0,0,0,0,0,35,0,0,25,10,0,0,35
WEST BENGAL,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,67,0,120,0,65,0,3,0,255,0,0,67,120,65,3,255
A&N ISLANDS,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,2,0,2,0,3,0,0,0,7,0,0,2,2,3,0,7
D&N HAVELI,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,6,2,10,3,1,0,0,0,17,5,0,8,13,1,0,22
LAKSHADWEEP,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"ESSENTIAL COMMODITIES ACT, 1955",Contraband,0,0,15,0,19,2,11,0,0,0,45,2,0,15,21,11,0,47
ANDHRA PRADESH,EXCISE ACT,Contraband,17,0,2410,74,2946,159,1033,70,68,4,6474,307,17,2484,3105,1103,72,6781
ARUNACHAL PRADESH,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,EXCISE ACT,Contraband,0,0,9,0,20,0,0,0,0,0,29,0,0,9,20,0,0,29
BIHAR,EXCISE ACT,Contraband,29,0,1260,39,1651,75,670,13,54,0,3664,127,29,1299,1726,683,54,3791
CHHATTISGARH,EXCISE ACT,Contraband,29,2,4041,176,4846,290,2325,128,306,10,11547,606,31,4217,5136,2453,316,12153
GOA,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,EXCISE ACT,Contraband,72,0,7128,3,8323,7,2791,1,402,0,18716,11,72,7131,8330,2792,402,18727
HIMACHAL PRADESH,EXCISE ACT,Contraband,1,0,442,25,898,85,632,61,67,4,2040,175,1,467,983,693,71,2215
JAMMU & KASHMIR,EXCISE ACT,Contraband,0,0,240,11,228,19,66,10,5,1,539,41,0,251,247,76,6,580
JHARKHAND,EXCISE ACT,Contraband,0,0,237,4,184,4,68,0,1,0,490,8,0,241,188,68,1,498
KARNATAKA,EXCISE ACT,Contraband,1,0,1005,36,1325,93,546,39,85,2,2962,170,1,1041,1418,585,87,3132
KERALA,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,EXCISE ACT,Contraband,82,1,19953,542,15350,864,6121,358,494,28,42000,1793,83,20495,16214,6479,522,43793
MAHARASHTRA,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,EXCISE ACT,Contraband,0,0,15,0,9,1,3,0,0,0,27,1,0,15,10,3,0,28
ODISHA,EXCISE ACT,Contraband,2,0,3300,130,3961,225,1809,87,154,2,9226,444,2,3430,4186,1896,156,9670
PUNJAB,EXCISE ACT,Contraband,1,0,2288,264,3067,340,2068,122,14,0,7438,726,1,2552,3407,2190,14,8164
RAJASTHAN,EXCISE ACT,Contraband,28,2,5943,141,5066,199,1832,62,170,11,13039,415,30,6084,5265,1894,181,13454
SIKKIM,EXCISE ACT,Contraband,0,0,35,3,46,6,14,0,0,0,95,9,0,38,52,14,0,104
TAMIL NADU,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,EXCISE ACT,Contraband,3,0,17305,264,12732,203,4772,71,119,0,34931,538,3,17569,12935,4843,119,35469
UTTARAKHAND,EXCISE ACT,Contraband,14,0,963,7,1220,24,212,11,32,0,2441,42,14,970,1244,223,32,2483
WEST BENGAL,EXCISE ACT,Contraband,2,0,720,23,879,45,224,24,10,0,1835,92,2,743,924,248,10,1927
A & N ISLANDS,EXCISE ACT,Contraband,0,0,483,28,799,121,460,92,79,27,1821,268,0,511,920,552,106,2089
CHANDIGARH,EXCISE ACT,Contraband,0,0,462,10,527,7,30,0,12,0,1031,17,0,472,534,30,12,1048
D & N HAVELI,EXCISE ACT,Contraband,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2
DAMAN & DIU,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,EXCISE ACT,Contraband,8,0,1014,35,688,100,169,40,5,1,1884,176,8,1049,788,209,6,2060
LAKSHADWEEP,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EXCISE ACT,Contraband,1,0,3205,160,4221,387,1422,193,174,21,9023,761,1,3365,4608,1615,195,9784
ARUNACHAL PRADESH,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,EXCISE ACT,Contraband,0,0,2,0,12,0,1,0,0,0,15,0,0,2,12,1,0,15
BIHAR,EXCISE ACT,Contraband,38,10,1353,53,1178,31,1216,33,27,0,3812,127,48,1406,1209,1249,27,3939
CHHATTISGARH,EXCISE ACT,Contraband,36,0,5381,190,6076,348,2558,126,191,9,14242,673,36,5571,6424,2684,200,14915
GOA,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HARYANA,EXCISE ACT,Contraband,50,0,9285,3,10270,2,3235,0,337,0,23177,5,50,9288,10272,3235,337,23182
HIMACHAL PRADESH,EXCISE ACT,Contraband,0,0,223,6,310,43,154,19,20,1,707,69,0,229,353,173,21,776
JAMMU & KASHMIR,EXCISE ACT,Contraband,0,0,185,3,251,13,84,5,3,0,523,21,0,188,264,89,3,544
JHARKHAND,EXCISE ACT,Contraband,0,0,194,0,255,0,99,0,3,0,551,0,0,194,255,99,3,551
KARNATAKA,EXCISE ACT,Contraband,1,0,1323,50,1803,52,1020,49,67,5,4214,156,1,1373,1855,1069,72,4370
KERALA,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MADHYA PRADESH,EXCISE ACT,Contraband,122,8,23453,710,18189,1325,7030,487,658,48,49452,2578,130,24163,19514,7517,706,52030
MAHARASHTRA,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANIPUR,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,EXCISE ACT,Contraband,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2
NAGALAND,EXCISE ACT,Contraband,0,0,17,4,15,4,1,0,0,0,33,8,0,21,19,1,0,41
ODISHA,EXCISE ACT,Contraband,5,0,3851,104,4559,328,2302,111,206,2,10923,545,5,3955,4887,2413,208,11468
PUNJAB,EXCISE ACT,Contraband,4,0,2567,286,2657,348,1233,93,12,0,6473,727,4,2853,3005,1326,12,7200
RAJASTHAN,EXCISE ACT,Contraband,32,0,5708,116,5039,207,1979,46,219,17,12977,386,32,5824,5246,2025,236,13363
SIKKIM,EXCISE ACT,Contraband,0,0,41,5,53,10,11,0,0,0,105,15,0,46,63,11,0,120
TAMIL NADU,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIPURA,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,EXCISE ACT,Contraband,8,0,17541,213,11347,369,4502,75,154,14,33552,671,8,17754,11716,4577,168,34223
UTTARAKHAND,EXCISE ACT,Contraband,0,0,530,12,996,14,680,10,18,2,2224,38,0,542,1010,690,20,2262
WEST BENGAL,EXCISE ACT,Contraband,2,0,836,36,1246,62,328,24,3,0,2415,122,2,872,1308,352,3,2537
A&N ISLANDS,EXCISE ACT,Contraband,0,0,380,10,720,78,492,91,105,37,1697,216,0,390,798,583,142,1913
CHANDIGARH,EXCISE ACT,Contraband,1,0,384,13,267,9,31,3,0,0,683,25,1,397,276,34,0,708
D&N HAVELI,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,EXCISE ACT,Contraband,10,0,1025,29,744,122,159,22,9,2,1947,175,10,1054,866,181,11,2122
LAKSHADWEEP,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,EXCISE ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,EXPLOSIVES ACT,Contraband,1,0,134,0,149,2,69,1,4,0,357,3,1,134,151,70,4,360
ARUNACHAL PRADESH,EXPLOSIVES ACT,Contraband,0,0,4,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4
ASSAM,EXPLOSIVES ACT,Contraband,1,0,50,0,53,0,2,0,1,0,107,0,1,50,53,2,1,107
BIHAR,EXPLOSIVES ACT,Contraband,1,0,209,0,158,0,87,0,0,0,455,0,1,209,158,87,0,455
CHHATTISGARH,EXPLOSIVES ACT,Contraband,0,0,56,0,98,3,16,1,5,0,175,4,0,56,101,17,5,179
GOA,EXPLOSIVES ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,EXPLOSIVES ACT,Contraband,0,0,32,0,43,0,5,0,1,0,81,0,0,32,43,5,1,81
HARYANA,EXPLOSIVES ACT,Contraband,0,0,20,0,20,0,6,1,3,0,49,1,0,20,20,7,3,50
HIMACHAL PRADESH,EXPLOSIVES ACT,Contraband,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
JAMMU & KASHMIR,EXPLOSIVES ACT,Contraband,0,0,9,0,17,0,1,0,0,0,27,0,0,9,17,1,0,27
JHARKHAND,EXPLOSIVES ACT,Contraband,2,0,60,0,42,1,3,0,0,0,107,1,2,60,43,3,0,108
KARNATAKA,EXPLOSIVES ACT,Contraband,0,0,46,0,119,2,72,1,4,0,241,3,0,46,121,73,4,244
KERALA,EXPLOSIVES ACT,Contraband,4,0,81,0,211,0,99,0,27,0,422,0,4,81,211,99,27,422
MADHYA PRADESH,EXPLOSIVES ACT,Contraband,1,0,136,4,98,0,44,1,0,0,279,5,1,140,98,45,0,284
MAHARASHTRA,EXPLOSIVES ACT,Contraband,1,0,54,0,47,0,8,0,0,1,110,1,1,54,47,8,1,111
MANIPUR,EXPLOSIVES ACT,Contraband,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
MEGHALAYA,EXPLOSIVES ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,EXPLOSIVES ACT,Contraband,0,0,7,0,3,0,9,0,0,0,19,0,0,7,3,9,0,19
NAGALAND,EXPLOSIVES ACT,Contraband,0,0,2,0,4,0,0,0,0,0,6,0,0,2,4,0,0,6
ODISHA,EXPLOSIVES ACT,Contraband,2,0,303,3,275,3,71,0,0,0,651,6,2,306,278,71,0,657
PUNJAB,EXPLOSIVES ACT,Contraband,0,0,6,0,9,0,1,0,0,0,16,0,0,6,9,1,0,16
RAJASTHAN,EXPLOSIVES ACT,Contraband,0,0,245,0,277,0,107,0,0,0,629,0,0,245,277,107,0,629
SIKKIM,EXPLOSIVES ACT,Contraband,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
TAMIL NADU,EXPLOSIVES ACT,Contraband,2,0,420,2,365,1,92,0,13,0,892,3,2,422,366,92,13,895
TRIPURA,EXPLOSIVES ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,EXPLOSIVES ACT,Contraband,0,0,350,0,251,0,26,0,0,0,627,0,0,350,251,26,0,627
UTTARAKHAND,EXPLOSIVES ACT,Contraband,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3
WEST BENGAL,EXPLOSIVES ACT,Contraband,1,0,65,2,73,0,30,0,0,0,169,2,1,67,73,30,0,171
A & N ISLANDS,EXPLOSIVES ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,EXPLOSIVES ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,EXPLOSIVES ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,EXPLOSIVES ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,EXPLOSIVES ACT,Contraband,0,0,6,0,3,0,0,0,0,0,9,0,0,6,3,0,0,9
LAKSHADWEEP,EXPLOSIVES ACT,Contraband,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
PUDUCHERRY,EXPLOSIVES ACT,Contraband,0,0,15,0,4,0,0,0,0,0,19,0,0,15,4,0,0,19
ANDHRA PRADESH,EXPLOSIVES ACT,Contraband,1,0,137,0,182,1,48,0,5,0,373,1,1,137,183,48,5,374
ARUNACHAL PRADESH,EXPLOSIVES ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,EXPLOSIVES ACT,Contraband,1,0,45,0,75,0,5,0,0,0,126,0,1,45,75,5,0,126
BIHAR,EXPLOSIVES ACT,Contraband,2,0,92,0,60,0,8,0,0,0,162,0,2,92,60,8,0,162
CHHATTISGARH,EXPLOSIVES ACT,Contraband,0,0,64,0,109,0,34,1,4,0,211,1,0,64,109,35,4,212
GOA,EXPLOSIVES ACT,Contraband,0,0,1,0,2,0,1,0,0,0,4,0,0,1,2,1,0,4
GUJARAT,EXPLOSIVES ACT,Contraband,0,0,31,0,33,0,5,2,0,0,69,2,0,31,33,7,0,71
HARYANA,EXPLOSIVES ACT,Contraband,0,0,21,0,49,0,18,1,1,0,89,1,0,21,49,19,1,90
HIMACHAL PRADESH,EXPLOSIVES ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,EXPLOSIVES ACT,Contraband,0,0,15,0,8,0,2,0,0,0,25,0,0,15,8,2,0,25
JHARKHAND,EXPLOSIVES ACT,Contraband,0,0,58,0,58,0,10,0,0,0,126,0,0,58,58,10,0,126
KARNATAKA,EXPLOSIVES ACT,Contraband,0,0,50,1,84,4,40,2,5,0,179,7,0,51,88,42,5,186
KERALA,EXPLOSIVES ACT,Contraband,0,0,136,0,214,0,113,2,13,0,476,2,0,136,214,115,13,478
MADHYA PRADESH,EXPLOSIVES ACT,Contraband,0,0,186,0,110,0,33,0,0,1,329,1,0,186,110,33,1,330
MAHARASHTRA,EXPLOSIVES ACT,Contraband,0,0,51,0,46,0,12,0,0,0,109,0,0,51,46,12,0,109
MANIPUR,EXPLOSIVES ACT,Contraband,0,0,4,0,6,0,0,0,0,0,10,0,0,4,6,0,0,10
MEGHALAYA,EXPLOSIVES ACT,Contraband,0,0,5,0,0,1,1,1,0,0,6,2,0,5,1,2,0,8
MIZORAM,EXPLOSIVES ACT,Contraband,0,0,2,0,5,0,1,0,0,0,8,0,0,2,5,1,0,8
NAGALAND,EXPLOSIVES ACT,Contraband,0,0,5,0,7,1,0,0,0,0,12,1,0,5,8,0,0,13
ODISHA,EXPLOSIVES ACT,Contraband,2,0,210,3,201,1,68,0,3,0,484,4,2,213,202,68,3,488
PUNJAB,EXPLOSIVES ACT,Contraband,0,0,3,0,3,0,0,0,0,0,6,0,0,3,3,0,0,6
RAJASTHAN,EXPLOSIVES ACT,Contraband,1,0,230,0,298,0,112,0,1,0,642,0,1,230,298,112,1,642
SIKKIM,EXPLOSIVES ACT,Contraband,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,4
TAMIL NADU,EXPLOSIVES ACT,Contraband,3,0,211,0,389,8,173,1,30,1,806,10,3,211,397,174,31,816
TRIPURA,EXPLOSIVES ACT,Contraband,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3
UTTAR PRADESH,EXPLOSIVES ACT,Contraband,2,0,320,2,161,0,16,0,1,0,500,2,2,322,161,16,1,502
UTTARAKHAND,EXPLOSIVES ACT,Contraband,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,0,2
WEST BENGAL,EXPLOSIVES ACT,Contraband,2,0,98,0,97,0,21,0,0,0,218,0,2,98,97,21,0,218
A&N ISLANDS,EXPLOSIVES ACT,Contraband,0,0,0,0,3,0,1,0,0,0,4,0,0,0,3,1,0,4
CHANDIGARH,EXPLOSIVES ACT,Contraband,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3
D&N HAVELI,EXPLOSIVES ACT,Contraband,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
DAMAN & DIU,EXPLOSIVES ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI UT,EXPLOSIVES ACT,Contraband,0,0,10,0,6,0,0,0,0,0,16,0,0,10,6,0,0,16
LAKSHADWEEP,EXPLOSIVES ACT,Contraband,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,EXPLOSIVES ACT,Contraband,0,0,7,0,1,0,0,0,0,0,8,0,0,7,1,0,0,8
ANDHRA PRADESH,"FOREST ACT, 1927",Other,0,0,47,0,56,0,22,0,0,0,125,0,0,47,56,22,0,125
ARUNACHAL PRADESH,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"FOREST ACT, 1927",Other,0,0,10,0,11,0,0,0,0,0,21,0,0,10,11,0,0,21
BIHAR,"FOREST ACT, 1927",Other,1,0,38,0,24,0,9,0,0,0,72,0,1,38,24,9,0,72
CHHATTISGARH,"FOREST ACT, 1927",Other,0,0,8,0,10,0,5,0,0,0,23,0,0,8,10,5,0,23
GOA,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUJARAT,"FOREST ACT, 1927",Other,0,0,3,0,6,0,0,0,0,0,9,0,0,3,6,0,0,9
HARYANA,"FOREST ACT, 1927",Other,0,0,2,0,1,0,1,0,0,0,4,0,0,2,1,1,0,4
HIMACHAL PRADESH,"FOREST ACT, 1927",Other,4,0,133,2,246,5,222,8,107,9,712,24,4,135,251,230,116,736
JAMMU & KASHMIR,"FOREST ACT, 1927",Other,0,0,8,0,4,0,0,0,0,0,12,0,0,8,4,0,0,12
JHARKHAND,"FOREST ACT, 1927",Other,0,0,131,7,126,5,28,2,0,0,285,14,0,138,131,30,0,299
KARNATAKA,"FOREST ACT, 1927",Other,0,0,43,0,80,0,34,0,0,0,157,0,0,43,80,34,0,157
KERALA,"FOREST ACT, 1927",Other,0,0,1,0,6,0,1,0,0,0,8,0,0,1,6,1,0,8
MADHYA PRADESH,"FOREST ACT, 1927",Other,0,0,19,0,7,0,7,0,0,0,33,0,0,19,7,7,0,33
MAHARASHTRA,"FOREST ACT, 1927",Other,0,0,31,0,29,1,6,0,0,0,66,1,0,31,30,6,0,67
MANIPUR,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAGALAND,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"FOREST ACT, 1927",Other,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
PUNJAB,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RAJASTHAN,"FOREST ACT, 1927",Other,0,0,1619,1,1710,0,645,0,62,0,4036,1,0,1620,1710,645,62,4037
SIKKIM,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,"FOREST ACT, 1927",Other,0,0,15,0,28,0,10,0,0,0,53,0,0,15,28,10,0,53
TRIPURA,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTTAR PRADESH,"FOREST ACT, 1927",Other,0,0,1752,0,1521,0,975,0,0,0,4248,0,0,1752,1521,975,0,4248
UTTARAKHAND,"FOREST ACT, 1927",Other,0,0,24,0,46,1,12,0,0,0,82,1,0,24,47,12,0,83
WEST BENGAL,"FOREST ACT, 1927",Other,0,0,7,0,4,0,0,0,0,0,11,0,0,7,4,0,0,11
A & N ISLANDS,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHANDIGARH,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D & N HAVELI,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DAMAN & DIU,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DELHI,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUDUCHERRY,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANDHRA PRADESH,"FOREST ACT, 1927",Other,0,0,28,1,46,0,3,2,0,0,77,3,0,29,46,5,0,80
ARUNACHAL PRADESH,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASSAM,"FOREST ACT, 1927",Other,5,0,10,0,10,0,3,0,0,0,28,0,5,10,10,3,0,28
BIHAR,"FOREST ACT, 1927",Other,0,0,52,0,52,0,12,0,1,0,117,0,0,52,52,12,1,117
CHHATTISGARH,"FOREST ACT, 1927",Other,0,0,1,0,8,0,1,0,0,0,10,0,0,1,8,1,0,10
GOA,"FOREST ACT, 1927",Other,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
GUJARAT,"FOREST ACT, 1927",Other,0,0,1,0,3,0,1,0,1,0,6,0,0,1,3,1,1,6
HARYANA,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,"FOREST ACT, 1927",Other,3,0,125,0,113,0,43,1,13,1,297,2,3,125,113,44,14,299
JAMMU & KASHMIR,"FOREST ACT, 1927",Other,0,0,2,0,2,0,1,0,0,0,5,0,0,2,2,1,0,5
JHARKHAND,"FOREST ACT, 1927",Other,0,0,103,1,145,3,30,3,0,0,278,7,0,104,148,33,0,285
KARNATAKA,"FOREST ACT, 1927",Other,0,0,82,0,77,0,22,0,1,0,182,0,0,82,77,22,1,182
KERALA,"FOREST ACT, 1927",Other,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2
MADHYA PRADESH,"FOREST ACT, 1927",Other,0,0,11,0,16,0,3,0,0,0,30,0,0,11,16,3,0,30
MAHARASHTRA,"FOREST ACT, 1927",Other,0,0,15,1,17,1,6,0,1,0,39,2,0,16,18,6,1,41
MANIPUR,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGHALAYA,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIZORAM,"FOREST ACT, 1927",Other,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
NAGALAND,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ODISHA,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PUNJAB,"FOREST ACT, 1927",Other,0,0,0,0,0,5,0,0,0,0,0,5,0,0,5,0,0,5
RAJASTHAN,"FOREST ACT, 1927",Other,0,0,1345,0,1303,1,538,0,42,0,3228,1,0,1345,1304,538,42,3229
SIKKIM,"FOREST ACT, 1927",Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAMIL NADU,"FOREST ACT, 1927",Other,0,0,67,0,24,0,11,0,0,0,102,0,0,67,24,11,0,102
